,num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,sought,west,east,floor,area,num_sleep,tel,kitch,service,floor_covering,open,parking,warehouse,balcony,Fireplace,Chiller,Gas,Patio,Pool,Package,Elevator,Cooler,User,Fan coil,Basement,Jacuzzi,Secluded yard,Sauna,Yard,z_اتوبان بابایی,z_استخر,z_ایت,z_بزرگراه بابائی شهرك بهشتی,z_بزرگراه بابائی شهرك شهپریان,z_بنی هاشم,z_تهرانبارس خ محمدخانی,z_تهرانپارس,z_جشنواره,z_حكیمیه,z_خواجه عبدالله,z_دلاوران,z_دماوند,z_رسالت,z_سراج,z_شریعتی,z_شمس آّباد,z_شمیران نو,z_شهرك راه آهن بلواركوهك,z_شهید عراقی,z_شهیدعراقی,z_فرجام,z_قنات كوثر,z_لویزان,z_مجیدیه,z_میدان شاهد,z_نیروی دریایی,z_هروی,z_هنگام,z_پروین
168,11,6,119658119.65811966,0,3.0,7,6.0,0,1,0,0,7.0,117.0,2,1,5,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
169,4,1,70000000.0,0,3.0,8,6.0,1,0,0,0,4.0,120.0,3,1,5,3,3,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170,5,2,66666666.666666664,0,3.0,7,6.0,0,1,0,0,4.0,108.0,2,1,6,3,3,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,5,4,76862745.09803921,19,1.0,7,6.0,0,1,0,0,4.0,51.0,1,1,5,2,3,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,5,2,86458333.33333333,14,1.0,7,6.0,0,1,0,0,3.0,96.0,2,1,5,3,9,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,5,4,75757575.75757575,19,3.0,7,6.0,0,1,0,0,2.0,66.0,1,1,5,3,3,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,4,1,42307692.307692304,8,1.0,7,0.0,1,0,0,0,2.0,130.0,2,1,5,3,3,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,3,4,83333333.33333333,18,1.0,7,6.0,0,1,0,0,2.0,42.0,1,1,5,1,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
176,5,2,80779220.77922077,9,1.0,7,6.0,0,1,0,0,5.0,77.0,2,1,5,3,6,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,3,1,32727272.727272727,22,1.0,7,0.0,0,1,0,0,3.0,55.0,0,1,5,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
178,5,2,118181818.18181819,3,1.0,7,6.0,0,1,0,0,2.0,110.0,3,1,5,3,5,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
179,4,2,60000000.0,24,3.0,5,6.0,0,1,0,0,4.0,63.0,2,1,2,1,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,4,1,115000000.0,0,3.0,8,6.0,1,1,0,0,2.0,81.0,2,1,5,3,5,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,19,20,83505154.63917525,1,3.0,-1,4.0,0,1,0,0,8.0,97.0,2,1,0,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,3,2,26470588.23529412,13,3.0,7,0.0,1,0,0,0,-1.0,85.0,2,1,6,1,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
183,4,2,54683544.30379747,25,1.0,1,6.0,0,1,0,0,4.0,79.0,2,1,5,1,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
184,11,9,125000000.0,0,3.0,7,6.0,1,0,0,0,2.0,172.5,3,1,5,3,3,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
185,4,2,72307692.3076923,10,3.0,7,6.0,1,0,0,0,3.0,65.0,1,1,5,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
186,4,1,141025641.02564102,0,1.0,7,6.0,0,1,0,0,1.0,117.0,2,1,5,3,3,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,4,3,80232558.13953489,16,1.0,9,6.0,0,1,0,0,1.0,43.0,1,1,6,3,3,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
188,5,2,110000000.0,6,1.0,7,6.0,1,0,1,0,5.0,88.0,2,1,5,3,5,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,4,2,69230769.23076923,21,1.0,7,6.0,0,1,0,0,3.0,52.0,1,1,5,1,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,3,1,60000000.0,20,3.0,7,6.0,0,1,0,0,0.0,50.0,1,1,5,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
191,4,2,70000000.0,12,1.0,7,6.0,1,0,0,0,4.0,60.0,1,1,6,1,3,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,5,2,100000000.0,3,1.0,7,6.0,1,0,0,0,2.0,71.0,2,1,5,3,3,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,7,15,86000000.0,1,3.0,7,6.0,0,1,0,0,6.0,85.0,2,1,5,3,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,4,2,68181818.18181819,22,1.0,7,6.0,0,1,0,0,4.0,66.0,1,1,5,1,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,6,2,101612903.22580644,4,1.0,7,6.0,1,0,0,0,2.0,124.0,2,1,4,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,4,1,108823529.41176471,8,3.0,7,6.0,1,0,0,0,2.0,68.0,2,1,5,1,3,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
197,12,10,88172043.0107527,5,3.0,7,4.0,0,1,0,0,10.0,93.0,2,1,5,3,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,3,1,38709677.41935484,0,3.0,7,0.0,1,0,0,0,1.0,62.0,1,1,5,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,4,2,54166666.666666664,20,1.0,7,6.0,1,0,0,0,4.0,72.0,2,1,5,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200,4,3,76923076.92307693,20,1.0,7,6.0,1,0,0,0,4.0,78.0,2,1,5,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,5,1,100000000.0,26,1.0,7,6.0,1,1,0,0,2.0,130.0,2,1,5,3,3,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
202,5,1,36666666.666666664,0,1.0,7,0.0,0,1,0,0,4.0,75.0,2,1,5,3,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
203,4,2,78000000.0,9,1.0,7,6.0,0,1,0,0,3.0,86.0,2,1,5,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,4,7,64444444.44444445,28,1.0,7,6.0,1,0,0,0,4.0,45.0,1,1,5,1,9,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
205,4,1,50000000.0,20,1.0,7,0.0,0,0,1,0,4.0,55.0,2,1,5,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
206,5,3,101063829.78723404,7,3.0,7,6.0,0,1,0,0,3.0,94.0,2,1,5,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,4,1,100000000.0,17,1.0,7,6.0,0,1,0,0,-1.0,62.0,1,1,5,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,6,5,82407407.4074074,1,1.0,7,6.0,0,0,0,1,2.0,108.0,2,1,6,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,5,1,138000000.0,0,3.0,7,6.0,0,1,0,0,2.0,172.5,3,1,0,3,5,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,11,4,120320855.61497326,0,3.0,8,6.0,0,1,0,1,7.0,172.5,3,1,5,3,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
211,3,1,87500000.0,30,3.0,7,6.0,1,0,0,0,2.0,160.0,3,1,5,3,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,4,1,135000000.0,0,3.0,7,6.0,0,1,0,0,2.0,121.0,3,1,4,3,5,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,10,7,110000000.0,0,3.0,7,3.0,1,0,1,0,10.0,172.5,3,1,6,3,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
214,5,2,94117647.05882353,20,1.0,7,6.0,1,1,0,0,3.0,85.0,2,1,5,3,5,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,5,3,93525179.8561151,16,1.0,7,6.0,0,1,0,0,2.0,139.0,3,1,5,3,5,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,6,3,37500000.0,1,3.0,7,0.0,1,0,0,0,3.0,80.0,2,1,6,3,3,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,3,1,62264150.943396226,30,3.0,7,6.0,1,0,0,0,2.0,53.0,1,1,5,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,6,4,110000000.0,1,1.0,7,6.0,0,1,0,0,5.0,145.0,3,1,5,3,3,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,4,2,80303030.3030303,10,1.0,7,6.0,1,0,0,0,1.0,66.0,2,1,5,1,3,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
220,4,2,55882352.941176474,15,1.0,7,6.0,0,1,0,0,3.0,68.0,2,1,6,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,4,2,81967213.1147541,11,1.0,7,6.0,1,0,0,0,2.0,61.0,1,1,5,3,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
222,4,2,100000000.0,25,1.0,7,6.0,1,1,0,0,2.0,88.0,2,2,5,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,4,2,71428571.42857143,15,1.0,7,6.0,1,0,0,0,1.0,63.0,1,1,5,1,3,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,4,1,71428571.42857143,8,1.0,7,0.0,0,0,1,1,3.0,42.0,1,1,5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
225,5,3,88235294.11764705,21,1.0,7,6.0,1,0,0,0,2.0,68.0,1,1,2,1,3,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
226,5,2,158982035.9281437,2,3.0,7,6.0,0,1,0,0,2.0,167.0,3,1,6,3,6,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
227,4,4,69230769.23076923,17,1.0,7,6.0,1,0,0,0,3.0,91.0,2,1,5,1,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,7,2,123076923.07692307,2,3.0,7,6.0,1,0,0,0,1.0,130.0,3,1,4,3,5,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,3,4,57627118.644067794,20,1.0,7,6.0,1,0,0,0,3.0,59.0,2,1,5,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
230,4,2,88775510.20408164,18,1.0,7,6.0,1,1,0,0,3.0,98.0,2,1,5,1,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
231,9,5,158982035.9281437,0,3.0,7,6.0,1,0,0,0,3.0,150.0,3,1,6,3,3,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
232,4,2,145833333.33333334,25,3.0,5,6.0,0,1,0,0,4.0,96.0,2,1,5,3,4,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
233,5,3,65961538.461538464,10,3.0,7,6.0,0,0,0,1,5.0,52.0,1,1,5,3,3,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,7,2,41666666.666666664,0,3.0,7,0.0,0,1,0,0,7.0,60.0,1,1,5,3,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
235,5,3,72500000.0,12,1.0,7,2.0,0,1,0,0,3.0,80.0,1,1,5,3,5,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
236,4,2,74489795.91836734,22,1.0,7,6.0,1,0,0,0,4.0,49.0,1,1,5,1,9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,4,1,81521739.13043478,13,1.0,7,6.0,1,0,0,0,3.0,92.0,2,1,5,3,5,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,4,2,105000000.0,20,3.0,7,6.0,0,1,0,0,3.0,100.0,2,1,5,3,6,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,5,2,76106194.69026549,2,1.0,7,6.0,0,1,0,0,5.0,113.0,2,1,6,3,3,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,5,2,49090909.09090909,0,1.0,7,0.0,0,1,0,0,0.0,55.0,1,1,5,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,4,2,73437500.0,18,1.0,7,6.0,1,0,0,0,3.0,64.0,1,1,5,1,3,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,7,3,100000000.0,20,3.0,7,6.0,0,0,1,0,6.0,113.0,3,1,5,3,5,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
243,4,1,62500000.0,10,1.0,7,6.0,0,1,0,0,3.0,48.0,1,1,6,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,5,3,115000000.0,1,3.0,7,6.0,0,1,0,0,1.0,100.0,2,1,5,1,3,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,3,1,81818181.81818181,30,1.0,7,6.0,1,0,0,0,1.0,44.0,1,1,5,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
246,4,2,70000000.0,22,3.0,7,6.0,1,0,0,0,3.0,68.0,2,1,5,3,5,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,8,6,84905660.3773585,2,3.0,7,6.0,1,0,0,0,4.0,106.0,2,1,5,3,3,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,4,2,88235294.11764705,20,1.0,7,6.0,0,1,0,0,0.0,51.0,1,1,6,1,5,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,5,1,68224299.06542057,8,1.0,7,6.0,0,1,0,0,3.0,107.0,2,1,4,3,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,2,1,73275862.06896552,30,3.0,7,6.0,0,1,0,0,2.0,116.0,2,1,5,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
251,5,2,92771084.3373494,7,1.0,7,6.0,1,0,0,0,4.0,83.0,2,1,5,1,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
252,5,1,89108910.89108911,19,1.0,7,6.0,1,0,0,0,4.0,101.0,2,1,5,3,5,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,5,1,96774193.5483871,7,3.0,7,6.0,0,1,0,0,5.0,93.0,2,1,5,3,5,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,4,2,65048543.689320385,17,1.0,7,6.0,1,0,0,0,4.0,103.0,2,1,5,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,5,2,71428571.42857143,22,1.0,7,6.0,1,0,0,0,2.0,98.0,2,1,5,1,3,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
256,4,1,105000000.0,7,1.0,7,6.0,1,0,0,0,2.0,94.0,2,1,5,3,5,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
257,5,4,79545454.54545455,19,1.0,7,6.0,1,0,0,0,4.0,88.0,2,1,5,3,5,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
